strategy,fingerprint,commit,asset,timeframe,train_end,run_date,trade_no,window,direction,entry_time,entry_price_raw,entry_price_fill,exit_time,exit_price_raw,exit_price_fill,exit_reason,bars_held,atr_at_entry,stop_loss,take_profit,size_units,position_value,equity_at_entry,gross_pnl,fees_paid,slippage_paid,costs_paid,net_pnl,return_pct,gross_return_pct,equity_after,regime_at_entry,regime_adx,regime_entropy
ma-cross-20-50,3ae81a2303c0,0d633c5,BTC-USD,4h,2025-10-01 00:00:00,2026-07-26,31,train,short,2024-08-29 00:00:00,59012.21094,58982.70483453,2024-08-29 12:00:00,60733.54802413714,60763.914798149206,stop,4,1167.2287930714276,60733.54802413714,56648.247248387146,0.04295167684440995,2533.4060774619493,10133.624309847797,-73.93431417815749,5.143318109673314,2.5716405712578876,7.714958680931201,-81.6492728590887,-0.008057262669560625,-0.007295939924110721,10051.975036988708,Chaotic,37.25452017194404,1.966866415506139
ma-cross-20-50,3ae81a2303c0,0d633c5,BTC-USD,4h,2025-10-01 00:00:00,2026-07-26,32,train,long,2024-09-11 16:00:00,56648.0,56676.32399999999,2024-09-13 12:00:00,58489.61306157142,58460.36825504064,target,12,906.6445307857139,55316.35720382142,58489.61306157142,0.04433939221688367,2512.993759247177,10051.975036988708,81.65600384875117,5.105090956450878,2.5525658922259993,7.6576568486768775,73.99834700007429,0.007361572897642426,0.008123379091997132,10125.973383988781,Chaotic,23.089286823584025,1.988770284492097
ma-cross-20-50,3ae81a2303c0,0d633c5,BTC-USD,4h,2025-10-01 00:00:00,2026-07-26,33,train,short,2024-10-02 00:00:00,60796.0,60765.602000000006,2024-10-02 16:00:00,62123.66450091072,62154.726333161176,stop,5,905.3750006071433,62123.66450091072,58954.85199878572,0.04165997312093107,2531.4933459971953,10125.973383988781,-55.31046742155509,5.120857574375517,2.5604149595705223,7.681272533946039,-62.99173995550113,-0.006220808367431012,-0.005462237093079087,10062.98164403328,Trending,41.531377862206874,1.907313220871214
ma-cross-20-50,3ae81a2303c0,0d633c5,BTC-USD,4h,2025-10-01 00:00:00,2026-07-26,34,train,long,2024-10-07 20:00:00,63396.0,63427.698,2024-10-07 20:00:00,62486.86652592857,62455.623092665606,stop,1,627.2209827142854,62486.86652592857,64682.13996542857,0.03966319904922799,2515.74541100832,10062.98164403328,-36.05914194441129,4.9929352214762766,2.4964585959524968,7.489393817428773,-43.54853576184006,-0.004327597654683353,-0.0035833456941454433,10019.43310827144,Chaotic,26.94834296943543,1.9819799600911132
ma-cross-20-50,3ae81a2303c0,0d633c5,BTC-USD,4h,2025-10-01 00:00:00,2026-07-26,35,train,short,2024-10-11 00:00:00,60326.4,60296.236800000006,2024-10-11 12:00:00,61447.207542642864,61477.93114641418,stop,4,767.3138284285711,61447.207542642864,58761.609143142865,0.04154253084444334,2504.85827706786,10019.43310827144,-46.56118191092585,5.058807127970335,2.5293919236892535,7.588199051659588,-54.14938096258544,-0.005404435598046258,-0.00464708745572519,9965.283727308853,Chaotic,26.870781174101058,1.994266601187977
ma-cross-20-50,3ae81a2303c0,0d633c5,BTC-USD,4h,2025-10-01 00:00:00,2026-07-26,36,train,long,2024-10-14 04:00:00,64300.0,64332.149999999994,2024-10-14 12:00:00,65621.72714285714,65588.91627928571,target,3,644.7885714285715,63364.96714285714,65621.72714285714,0.038725908147438155,2491.3209318272134,9965.283727308853,51.185083930261484,5.031311279148843,2.5156684358452637,7.546979714994107,43.638104215267376,0.004379012721502506,0.0051363398505146355,10008.921831524121,Chaotic,20.44992798634969,1.9637122567307665
ma-cross-20-50,3ae81a2303c0,0d633c5,BTC-USD,4h,2025-10-01 00:00:00,2026-07-26,37,train,short,2024-10-23 20:00:00,66472.0,66438.76400000001,2024-10-24 12:00:00,67732.8065,67766.67290325,stop,5,862.6949999999987,67732.8065,64713.37400000001,0.037662206628061745,2502.2304578810304,10008.921831524121,-47.48475492100356,5.054472895259505,2.527224576440439,7.581697471699944,-55.0664523927035,-0.005501736682493222,-0.004744242758640144,9953.855379131417,Trending,37.135621088276864,1.882597391323096
ma-cross-20-50,3ae81a2303c0,0d633c5,BTC-USD,4h,2025-10-01 00:00:00,2026-07-26,38,train,long,2024-10-29 00:00:00,69962.21,69997.191105,2024-10-29 00:00:00,71237.4653907143,71201.84665801894,target,1,620.1371428571458,69066.98539071428,71237.4653907143,0.03555091005080487,2488.4638447828543,9953.855379131417,45.33648968708762,5.019754290773288,2.509888479508824,7.529642770282112,37.80684691680551,0.0037982113941567607,0.004554666303685409,9991.662226048222,Ranging,22.433147626807898,1.8915336207153666
ma-cross-20-50,3ae81a2303c0,0d633c5,BTC-USD,4h,2025-10-01 00:00:00,2026-07-26,39,train,short,2024-11-03 16:00:00,68090.91,68056.864545,2024-11-04 00:00:00,69374.19240214286,69408.87949834393,stop,3,878.2185714285713,69374.19240214286,66300.42740214286,0.03670335936296924,2497.9155565120554,9991.662226048222,-47.10077517002355,5.045454603720801,2.52271552666663,7.568170130387431,-54.66894530041098,-0.005471456506795163,-0.004714007950271981,9936.99328074781,Ranging,21.70256031771491,1.8827658851014004
ma-cross-20-50,3ae81a2303c0,0d633c5,BTC-USD,4h,2025-10-01 00:00:00,2026-07-26,40,train,long,2024-11-07 00:00:00,75571.99,75609.775995,2024-11-10 04:00:00,78971.73170928573,78932.24584343108,target,20,1680.9778571428583,73088.30920928571,78971.73170928573,0.0328561788141157,2484.2483201869527,9936.99328074781,111.702521522099,5.077660303818465,2.5388580775395866,7.616518381358052,104.08600314074096,0.010474597315306622,0.01124107849992355,10041.079283888552,Trending,35.029644439286336,1.943528689102765
